AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A643402,Scuffy,1/1/2014 14:38,Adoption,,Dog,Spayed Female,1 year,Border Collie/Pit Bull,Black/White
A692659,,12/1/2014 19:10,Euthanasia,Suffering,Cat,Spayed Female,10 years,Domestic Shorthair Mix,White/Brown Tabby
A710066,June,8/18/2015 17:17,Return_to_owner,,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby
A668204,,12/8/2013 11:50,Adoption,,Dog,Spayed Female,6 months,German Shepherd Mix,Tan/White
A719446,Foster,1/29/2016 14:41,Return_to_owner,,Dog,Neutered Male,4 years,Beagle Mix,Tricolor
A708996,Boots,10/3/2015 17:57,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Brown Tabby
A706381,Patti,10/9/2015 15:26,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie
A684762,Apollo,8/2/2014 18:42,Adoption,,Cat,Neutered Male,5 months,Siamese Mix,Flame Point
A716402,Bruce,12/27/2015 12:43,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A688653,Emily,11/8/2014 18:12,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A708333,Mayleen,7/31/2015 14:52,Adoption,,Dog,Spayed Female,2 years,Golden Retriever Mix,Tan
A680912,Stacks,6/21/2014 16:59,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/Blue Smoke
A663244,Blanco,12/9/2013 12:20,Transfer,Partner,Dog,Neutered Male,1 year,Jack Russell Terrier/Pit Bull,White/Brown
A713092,Justice,10/2/2015 14:42,Return_to_owner,,Dog,Intact Male,1 year,Great Pyrenees Mix,White
A711046,Samantha,9/12/2015 9:00,Died,In Kennel,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black
A670123,Chiquita,1/3/2014 13:54,Return_to_owner,,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown
A692947,Lady Bug,6/10/2015 13:51,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Black/White
A667413,Cupcake,11/22/2013 19:05,Adoption,,Cat,Spayed Female,6 months,Domestic Medium Hair Mix,Calico
A591983,Shadow,2/2/2014 14:19,Transfer,Partner,Dog,Neutered Male,3 years,Labrador Retriever Mix,Black/White
A715342,,1/15/2016 8:01,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A696601,,2/9/2015 9:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Medium Hair,Black/White
A685053,Koby,8/4/2014 16:30,Return_to_owner,,Dog,Intact Male,3 years,Rottweiler Mix,Black/Tan
A664959,,10/14/2013 17:06,Transfer,Partner,Dog,Intact Female,1 year,Labrador Retriever Mix,Black
A691754,Lolita,12/6/2014 15:49,Transfer,Partner,Dog,Spayed Female,3 months,Pit Bull Mix,White/Black
A718344,Haze,1/4/2016 12:05,Adoption,,Dog,Neutered Male,2 years,Catahoula/Great Dane,Blue Merle/White
A698590,Axel,3/25/2015 11:43,Adoption,,Dog,Neutered Male,5 months,Border Collie/Pit Bull,Black/White
A664661,Lily,10/13/2013 17:04,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A601162,Sarah,3/21/2014 11:46,Return_to_owner,,Dog,Spayed Female,3 years,Chinese Sharpei/Pit Bull,Brown
A703841,,6/6/2015 14:49,Adoption,,Dog,Neutered Male,2 years,Norfolk Terrier,Black/White
A711343,Chicken,11/12/2015 10:07,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A703894,Fluff,8/2/2015 12:32,Adoption,Offsite,Cat,Neutered Male,3 months,Turkish Van Mix,White/Blue
A692523,Bella,12/7/2014 11:03,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Pinscher Mix,Red
A694806,Troy,1/14/2015 12:00,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Brown/White
A676855,Chica,4/22/2014 17:54,Transfer,Partner,Dog,Spayed Female,5 years,Rat Terrier/Chihuahua Shorthair,Tricolor/White
A700756,Maya,10/10/2015 12:20,Adoption,,Dog,Spayed Female,7 years,Bichon Frise Mix,White
A682471,,6/28/2014 14:25,Transfer,Partner,Dog,Unknown,1 week,Labrador Retriever Mix,Black
A466709,Lucky,3/31/2015 11:31,Transfer,Partner,Cat,Neutered Male,8 years,American Shorthair Mix,Blue/White
A683680,Ollie,7/17/2014 17:01,Adoption,,Dog,Neutered Male,4 months,Dachshund Mix,Brown Brindle
A672712,Fiona,2/23/2014 10:59,Transfer,Partner,Dog,Intact Female,12 years,Chihuahua Shorthair Mix,Black/White
A645645,,12/7/2014 13:11,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A704427,Oscar,12/28/2015 14:29,Transfer,Partner,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby
A666892,Olivia,11/16/2013 18:37,Adoption,,Dog,Spayed Female,2 years,German Shepherd/Golden Retriever,Brown/Black
A684006,,7/18/2014 14:03,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A674305,Aspen,3/1/2015 17:20,Adoption,,Dog,Neutered Male,4 years,Siberian Husky Mix,White/Black
A668232,Mikey,12/31/2013 15:26,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair,Black Tabby/White
A677909,Long John,5/26/2014 11:16,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Silver Tabby
A673110,Charlie,3/9/2014 19:01,Adoption,,Dog,Spayed Female,6 years,Maltese Mix,White
A700022,,4/8/2015 23:22,Transfer,Partner,Dog,Neutered Male,2 years,Miniature Poodle Mix,White
A714726,Victor,11/1/2015 0:00,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair/Dachshund,Brown/White
A681931,Heather,7/8/2014 15:40,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Tortie
A686720,Milt Jackson,9/16/2014 17:34,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A692154,Titus,11/20/2014 12:36,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
A719785,,2/18/2016 10:36,Euthanasia,Suffering,Cat,Intact Male,2 years,Siamese Mix,Blue Point
A661097,Remy,10/4/2013 9:13,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A703609,Oreo,6/30/2015 17:31,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair Mix,Black/White
A681689,Tony,6/21/2014 9:16,Return_to_owner,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Orange Tabby/White
A667327,Lucy,11/16/2013 13:31,Return_to_owner,,Dog,Spayed Female,13 years,Maltese Mix,White
A656069,Roko,1/3/2016 14:06,Return_to_owner,,Dog,Neutered Male,2 years,Great Dane/Labrador Retriever,Black/White
A702200,,5/11/2015 9:00,Transfer,SCRP,Cat,Intact Female,2 years,Siamese Mix,Lynx Point
A706394,Bradley,7/14/2015 16:08,Adoption,,Dog,Intact Male,1 year,Labrador Retriever Mix,Black/White
A684821,Glenn,8/6/2014 14:26,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Blue
A701585,Charlie,6/3/2015 11:58,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A671297,Bon Bon,7/1/2015 17:26,Return_to_owner,,Dog,Intact Male,2 years,Miniature Poodle Mix,White
A673210,Seven,2/28/2014 16:27,Adoption,,Cat,Spayed Female,8 years,Maine Coon Mix,Torbie
A675171,Bentley,3/28/2014 16:42,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Pinscher,Black/Tan
A700415,Cara,5/1/2015 17:56,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby
A686666,Ellie,9/1/2014 16:41,Adoption,,Dog,Spayed Female,7 months,German Shepherd Mix,White/Cream
A705857,,6/27/2015 16:35,Euthanasia,Suffering,Cat,Intact Male,10 months,Domestic Shorthair Mix,Black
A661131,Robbin,10/13/2013 14:22,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Cream Tabby
A663982,,10/2/2013 16:36,Transfer,Partner,Dog,Intact Male,1 year,Miniature Pinscher Mix,Black/Tan
A682625,,7/13/2014 19:12,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black Smoke
A681474,,6/17/2014 13:52,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby
A668333,Sawyer,1/20/2014 16:45,Adoption,Foster,Dog,Neutered Male,7 months,Whippet/Beagle,Red/White
A686110,,8/20/2014 14:05,Transfer,Partner,Dog,Intact Female,3 weeks,Australian Kelpie Mix,Black/Brown
A706476,,6/29/2015 14:39,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Longhair Mix,Brown Tabby
A690028,Ander,10/19/2014 18:38,Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/Brown Brindle
A710396,Gracie,8/29/2015 16:54,Transfer,Partner,Dog,Intact Male,8 months,German Shepherd Mix,Tan/Black
A705198,Mike,7/18/2015 19:09,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A677835,Suzette,7/12/2014 11:41,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A710172,Leonard,8/26/2015 16:20,Adoption,,Cat,Neutered Male,6 years,Siamese Mix,Flame Point
A717053,Dusty Rose,12/2/2015 16:22,Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black Brindle/White
A706396,Suzy,7/11/2015 9:51,Died,In Kennel,Cat,Intact Female,1 month,Domestic Shorthair Mix,Cream Tabby/White
A683907,Smokey,7/20/2014 14:09,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black Smoke
A709055,Alabaster,9/27/2015 13:48,Adoption,,Dog,Neutered Male,1 year,Staffordshire/Boxer,White
A672661,Tiger,3/15/2014 14:03,Return_to_owner,,Cat,Spayed Female,1 year,Snowshoe Mix,Calico Point
A685681,Bella,8/17/2014 17:31,Adoption,,Dog,Spayed Female,2 months,Cairn Terrier/Scottish Terrier,Black Brindle/White
A690745,,10/25/2014 13:22,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A715654,Ajax,12/30/2015 16:27,Transfer,Partner,Dog,Neutered Male,6 months,Pointer Mix,White
A716117,Diesel,11/22/2015 17:36,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black
A704692,Harriet,6/12/2015 13:57,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Fawn
A716855,Faux,12/30/2015 18:27,Adoption,,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Tortie
A714283,,10/21/2015 9:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A689291,Jolene,10/14/2014 16:53,Return_to_owner,,Dog,Intact Female,2 years,Boxer Mix,Brown/White
A697359,Poppy,2/25/2015 17:01,Return_to_owner,,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
A666015,,10/26/2013 12:03,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Longhair Mix,Blue Tabby/White
A706468,,6/29/2015 17:26,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A680145,,5/31/2014 11:22,Transfer,Partner,Dog,Intact Female,2 days,Labrador Retriever Mix,Black/White
A718717,,1/9/2016 18:18,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan/White
A716975,Moxie,1/4/2016 0:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Brown Tabby
A711165,Lady,1/17/2016 15:15,Return_to_owner,,Dog,Spayed Female,1 year,Pointer Mix,Black/White
A683383,Shelly,7/18/2014 16:07,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,White/Black
A706922,Layla Lee,7/9/2015 16:57,Return_to_owner,,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,White/Brown
A681061,Catnip,6/19/2014 14:35,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Brown Tabby/White
A656668,Napoleon,5/4/2014 12:47,Adoption,Offsite,Dog,Neutered Male,1 year,St. Bernard Rough Coat/Standard Schnauzer,Gray/White
A687516,,9/18/2014 14:51,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Orange Tabby
A716940,,12/1/2015 8:04,Euthanasia,Rabies Risk,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Black/White
A704370,,6/8/2015 9:39,Euthanasia,Suffering,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Black
A720098,Bailey,2/7/2016 0:00,Transfer,Partner,Cat,Spayed Female,3 years,Snowshoe Mix,Seal Point/Brown
A691461,Cali,12/7/2014 16:15,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle
A701533,Jaron,5/25/2015 13:46,Adoption,,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Black/White
A704574,Tina,9/29/2015 7:59,Adoption,Foster,Dog,Spayed Female,7 months,Chihuahua Shorthair/Dachshund,Black/Tan
A679725,,6/1/2014 14:53,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,White
A688930,Kramer,10/6/2014 11:18,Transfer,Partner,Dog,Neutered Male,4 months,Black Mouth Cur Mix,Brown
A686812,Sy,8/30/2014 16:50,Adoption,,Cat,Neutered Male,1 year,Siamese,Seal Point
A685116,,8/7/2014 11:59,Adoption,,Dog,Neutered Male,6 years,Yorkshire Terrier Mix,Blue/Tan
A679573,,5/31/2014 19:02,Adoption,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White
A667420,,11/19/2013 18:58,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Tan
A686997,,8/30/2014 12:57,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
A671706,,2/12/2014 11:34,Euthanasia,Aggressive,Dog,Intact Female,2 years,Staffordshire Mix,Black/White
A696223,,2/1/2015 9:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A692887,Moby Dixson,12/2/2014 18:15,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby
A666967,Mozart,11/10/2013 14:57,Return_to_owner,,Dog,Neutered Male,6 years,Golden Retriever Mix,Gold
A703187,Sparrow,5/26/2015 19:09,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tricolor
A676086,,4/17/2014 13:18,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair,Liver/Tan
A670626,Callie,1/31/2014 14:39,Transfer,SCRP,Cat,Spayed Female,2 years,Domestic Shorthair,Calico
A670463,Ricki,4/10/2014 17:34,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A673939,Pete,3/30/2014 12:18,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown/White
A706828,,7/19/2015 18:52,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A713048,,10/2/2015 12:35,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,White
A664666,Red,11/11/2013 16:51,Return_to_owner,,Dog,Spayed Female,9 months,Australian Cattle Dog Mix,Red Merle
A665259,,12/7/2013 16:01,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Black
A682705,Harlow,7/5/2014 18:27,Adoption,,Dog,Spayed Female,2 years,Pointer/Queensland Heeler,Black/White
A713398,,10/8/2015 13:45,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A673445,,2/26/2014 15:10,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A694286,,12/30/2014 15:09,Transfer,Partner,Dog,Spayed Female,1 year,Dachshund Mix,Black/Brown
A709419,,8/30/2015 18:15,Adoption,,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White
A700226,Annie,4/29/2015 16:39,Transfer,Partner,Dog,Spayed Female,7 years,Labrador Retriever Mix,Red/White
A702085,Donut,5/9/2015 11:04,Return_to_owner,,Dog,Spayed Female,2 years,Cairn Terrier Mix,Tan/Tan
A686071,Fiona,8/20/2014 16:42,Adoption,,Dog,Intact Female,11 months,Chihuahua Shorthair Mix,Black/White
A664503,,10/10/2013 18:17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A710768,Emily,9/1/2015 13:47,Transfer,Partner,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Tan/White
A671175,Wedo,2/7/2014 15:06,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow/White
A703851,,5/31/2015 14:55,Transfer,Partner,Dog,Intact Male,5 days,American Bulldog Mix,White/Tan
A694520,Pickle,1/31/2015 18:24,Adoption,,Dog,Neutered Male,11 months,Dachshund,Black/White
A693723,Rocky,12/13/2014 18:21,Adoption,,Dog,Neutered Male,2 months,Cardigan Welsh Corgi Mix,Brown/Black
A580225,Jade,1/20/2015 13:35,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,White/Tan
A691670,Ranger,11/23/2014 16:50,Adoption,,Dog,Neutered Male,8 months,Border Collie Mix,Black/White
A686542,Vinny,8/30/2014 14:22,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
A689759,Rex,10/14/2014 12:17,Return_to_owner,,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Merle/Tan
A666154,Gizmo,12/27/2013 13:15,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A706904,Summit,7/5/2015 18:28,Return_to_owner,,Dog,Spayed Female,4 years,Australian Shepherd Mix,Brown Merle
A666607,,11/4/2013 15:01,Transfer,Partner,Dog,Intact Female,0 years,Beagle/Chihuahua Shorthair,White
A671254,Artemis,1/27/2014 17:40,Adoption,,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Gray
A720798,Cubbie,2/21/2016 18:16,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Brown
A692907,Bock,2/14/2015 16:50,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Red/Black
A704726, Joanie,7/5/2015 13:59,Adoption,,Dog,Spayed Female,8 years,Border Collie Mix,Black
A696245,Fugi,2/1/2015 13:22,Died,,Dog,Intact Male,5 years,German Shepherd Mix,Black/Brown
A677548,,4/26/2014 15:31,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Black
A688340,Willey,9/22/2014 12:18,Return_to_owner,,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue Tabby
A692504,Osyrus,11/25/2014 14:14,Transfer,Partner,Cat,Spayed Female,7 years,Domestic Shorthair Mix,Gray Tabby/White
A689199,Snickers,10/7/2014 15:35,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A604969,Buddy,5/25/2014 14:05,Return_to_owner,,Dog,Neutered Male,6 years,Labrador Retriever Mix,Brown Brindle
A665898,Markie,2/2/2014 17:04,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A681882,Ollie,6/22/2014 16:13,Transfer,Partner,Dog,Intact Male,2 months,Dachshund Mix,Red/White
A678114,,5/4/2014 13:52,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Blue Tabby
A687680,,9/8/2014 18:53,Transfer,Partner,Cat,Unknown,5 days,Domestic Shorthair Mix,Blue Tabby
A694051,,12/26/2014 16:13,Transfer,Partner,Dog,Intact Male,2 weeks,Anatol Shepherd Mix,Black
A717662,,12/16/2015 18:59,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A710111,Petunia,8/29/2015 17:18,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A691940,Hannah,12/27/2014 13:11,Adoption,,Dog,Spayed Female,2 years,Basenji Mix,Tricolor
A714696,,10/27/2015 13:28,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Medium Hair Mix,Brown Tabby
A710389,Frodo,8/30/2015 12:58,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A699929,Coco,4/11/2015 12:28,Return_to_owner,,Dog,Intact Male,2 years,Chihuahua Shorthair/Dachshund,Tan
A715569,Janey,11/21/2015 12:10,Transfer,Partner,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby/White
A712782,,9/29/2015 9:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A681379,Coffee,6/15/2014 18:03,Euthanasia,Medical,Dog,Intact Male,4 years,Labrador Retriever/Pit Bull,Tan
A704674,Reina,8/2/2015 13:00,Adoption,Foster,Dog,Spayed Female,1 month,Dachshund Wirehair/Miniature Poodle,Tricolor
A719844,Niner,1/30/2016 17:22,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/Black
A700947,Mack,6/4/2015 17:34,Return_to_owner,,Dog,Neutered Male,3 years,Australian Shepherd Mix,Black/Brown
A712421,Cameron,11/11/2015 13:53,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue Tabby
A682537,Coconut,6/29/2014 15:09,Transfer,Partner,Dog,Intact Female,3 months,Chihuahua Shorthair/Border Terrier,White/Buff
A671459,Cain,1/26/2014 12:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull,Brown
A688095,Mr. Bones,9/16/2014 15:40,Transfer,Partner,Dog,Intact Male,2 years,Pekingese,Cream
A676225,Gypsy,5/5/2014 12:32,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Blue
A704526,Lucy,11/10/2015 12:08,Transfer,Partner,Dog,Spayed Female,10 months,Pointer Mix,White/Brown
A709714,,8/12/2015 14:33,Euthanasia,Suffering,Cat,Unknown,1 week,Domestic Shorthair Mix,Black Tabby
A611226,Leon,3/22/2015 14:50,Return_to_owner,,Dog,Neutered Male,4 years,Border Terrier/Bruss Griffon,Brown
A664986,,10/13/2013 15:24,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico/White
A668187,Roo,12/1/2013 17:59,Return_to_owner,,Dog,Neutered Male,2 years,Rhod Ridgeback Mix,Brown/White
A706376,Harley,7/11/2015 14:56,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Tan/Black
A664073,Parker,10/7/2013 17:06,Adoption,,Dog,Neutered Male,2 years,Hovawart Mix,Black/Tan
A679610,Lady J,5/28/2014 17:19,Adoption,,Dog,Spayed Female,1 year,Shiba Inu/Siberian Husky,Yellow/White
A694224,Juno,12/23/2014 11:07,Return_to_owner,,Dog,Spayed Female,7 years,Beagle Mix,Tricolor
A715320,,11/14/2015 12:17,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A709484,Walter,9/1/2015 0:00,Transfer,Partner,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A702584,,5/16/2015 9:00,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A703719,Rose,6/6/2015 11:29,Return_to_owner,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Cream Tabby
A664244,Fumanchu,10/31/2013 14:56,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,Black/Black Brindle
A712868,Cecil,10/5/2015 16:34,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair,Sable/White
A696267,Riley,2/5/2015 17:27,Adoption,,Dog,Neutered Male,7 years,Miniature Schnauzer Mix,White
A668895,Dot,12/11/2013 15:31,Return_to_owner,,Dog,Intact Female,10 years,Rat Terrier Mix,Tricolor
A719996,Danby,2/5/2016 15:14,Transfer,Partner,Dog,Intact Male,10 months,Pit Bull Mix,Brown Brindle
A697431,Pearl,3/9/2015 11:42,Adoption,,Dog,Spayed Female,10 years,Maltese,White
A720201,Kitty Kitty,2/6/2016 17:46,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Silver Tabby/White
A716633,,11/26/2015 20:20,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A668694,Reece,12/12/2013 17:06,Adoption,,Dog,Spayed Female,3 months,Chihuahua Shorthair Mix,White
A663220,Jolene,2/17/2014 18:24,Adoption,,Dog,Spayed Female,1 year,Jack Russell Terrier Mix,White/Brown
A688451,,9/23/2014 16:57,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Yellow/White
A669979,,12/31/2013 14:58,Return_to_owner,,Dog,Neutered Male,7 years,Pomeranian Mix,Red
A616205,Milo,3/13/2014 17:19,Return_to_owner,,Cat,Neutered Male,2 years,Domestic Medium Hair Mix,Black
A712305,Saturn,10/4/2015 16:33,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A668644,Chuck,2/11/2014 15:41,Adoption,Foster,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Tan
A706057,Sam,7/22/2015 17:41,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A676269,,6/1/2014 16:09,Adoption,Offsite,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black
A675148,Freckles,4/16/2014 12:50,Transfer,Partner,Dog,Spayed Female,7 months,Australian Cattle Dog Mix,Blue Merle/Tan
