,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,hour,day,month
13828,Dog,Spayed Female,365.0,Labrador Retriever/Australian Cattle Dog,Tan/White,17,0,5
13829,Dog,Intact Male,1460.0,Pit Bull Mix,Blue/White,17,5,2
13830,Cat,Unknown,180.0,Russian Blue Mix,Blue,9,6,9
13831,Dog,Neutered Male,730.0,Australian Cattle Dog,Blue Merle,18,3,3
13832,Dog,Spayed Female,60.0,Australian Cattle Dog Mix,Brown/White,14,3,12
13833,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Brown Tabby/Black,15,4,4
13834,Cat,Unknown,365.0,Domestic Shorthair Mix,Black/White,9,5,4
13835,Dog,Spayed Female,3285.0,Keeshond Mix,Brown/Black,7,2,1
13836,Dog,Spayed Female,2920.0,Dachshund Wirehair Mix,Sable/White,18,6,11
13837,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Black,17,6,1
13838,Cat,Intact Male,730.0,Domestic Shorthair Mix,Brown Tabby,9,6,2
13839,Dog,Neutered Male,730.0,Great Pyrenees Mix,White,17,1,1
13840,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Brown Tabby,18,0,12
13841,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Tortie,19,6,12
13842,Dog,Neutered Male,365.0,German Shepherd/Australian Cattle Dog,Black/White,14,6,7
13843,Cat,Intact Female,21.0,Domestic Shorthair Mix,Orange Tabby,18,5,4
13844,Dog,Intact Female,365.0,Boxer/Pit Bull,Chocolate/White,17,4,10
13845,Cat,Spayed Female,365.0,Domestic Longhair Mix,Tortie/Orange,18,3,5
13846,Dog,Neutered Male,2920.0,Labrador Retriever Mix,Brown,13,6,11
13847,Cat,Intact Female,365.0,Domestic Shorthair Mix,White/Brown Tabby,9,0,6
13848,Dog,Intact Female,30.0,Border Collie Mix,Black/White,18,2,10
13849,Cat,Neutered Male,240.0,Domestic Shorthair Mix,Black/White,18,5,2
13850,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Black/White,17,6,10
13851,Dog,Intact Female,730.0,American Staffordshire Terrier Mix,Brown Brindle/White,14,5,1
13852,Dog,Neutered Male,365.0,Chihuahua Shorthair/Dachshund,Tricolor,12,2,12
13853,Dog,Intact Male,90.0,American Pit Bull Terrier Mix,Brown Brindle/White,12,1,8
13854,Dog,Neutered Male,270.0,Redbone Hound Mix,Red/White,17,6,10
13855,Dog,Spayed Female,2920.0,Border Collie/Labrador Retriever,Black/White,16,6,4
13856,Dog,Neutered Male,730.0,Alaskan Malamute Mix,Black/Tan,17,2,6
13857,Cat,Intact Male,14.0,Domestic Shorthair Mix,Brown Tabby,13,4,5
13858,Dog,Spayed Female,365.0,Cairn Terrier Mix,Tan,18,6,3
13859,Dog,Neutered Male,240.0,Great Dane/Australian Cattle Dog,Black/White,18,6,5
13860,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black/White,11,3,8
13861,Dog,Neutered Male,240.0,Australian Cattle Dog Mix,Brown Merle/White,16,4,6
13862,Dog,Intact Male,3.0,Labrador Retriever Mix,Black,12,2,12
13863,Cat,Intact Female,30.0,Domestic Shorthair Mix,Brown Tabby,17,0,6
13864,Dog,Intact Female,730.0,Dachshund Wirehair/Chihuahua Longhair,Tan,8,3,7
13865,Cat,Intact Female,120.0,Domestic Shorthair Mix,Tortie,9,5,7
13866,Dog,Neutered Male,365.0,Dachshund Mix,Sable/Tan,15,0,8
13867,Dog,Neutered Male,2190.0,Siberian Husky Mix,White/Tan,18,3,11
13868,Dog,Neutered Male,120.0,Dachshund Mix,Brown,16,1,3
13869,Dog,Neutered Male,1095.0,Boxer Mix,Brown Brindle/White,17,2,5
13870,Dog,Neutered Male,730.0,Pit Bull Mix,Tricolor,18,1,4
13871,Dog,Spayed Female,2920.0,English Springer Spaniel,White/Liver,15,6,7
13872,Dog,Intact Male,3650.0,American Staffordshire Terrier Mix,Brown Brindle,12,4,6
13873,Dog,Neutered Male,2920.0,Smooth Fox Terrier Mix,Tricolor,17,5,10
13874,Cat,Intact Female,150.0,Domestic Medium Hair Mix,Torbie,19,6,6
13875,Cat,Intact Male,7.0,Domestic Medium Hair Mix,Brown Tabby,11,6,5
13876,Dog,Spayed Female,90.0,Border Collie/Labrador Retriever,Black/White,17,5,6
13877,Dog,Spayed Female,90.0,Dachshund Longhair/Miniature Schnauzer,Silver/White,18,0,5
13878,Cat,Intact Male,14.0,Domestic Shorthair Mix,Black,16,6,3
13879,Dog,Intact Male,1825.0,Australian Shepherd/Australian Cattle Dog,Brown/Tan,11,1,12
13880,Dog,Spayed Female,180.0,Pit Bull Mix,Blue/White,18,3,7
13881,Dog,Neutered Male,300.0,Shetland Sheepdog/Dachshund Longhair,Brown/White,15,5,2
13882,Dog,Spayed Female,730.0,Flat Coat Retriever Mix,Black,12,2,1
13883,Dog,Neutered Male,365.0,Pit Bull Mix,Brown/White,12,6,12
13884,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Brown Tabby/White,14,5,7
13885,Dog,Neutered Male,300.0,Chihuahua Shorthair Mix,Chocolate/White,16,1,7
13886,Cat,Intact Male,60.0,Siamese Mix,Lynx Point/White,15,5,7
13887,Dog,Intact Female,365.0,Pomeranian,Red,17,1,12
13888,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,11,2,10
13889,Dog,Spayed Female,2190.0,Pit Bull Mix,White/Brown,11,2,4
13890,Dog,Neutered Male,1825.0,Pit Bull/Labrador Retriever,Black/White,9,6,9
13891,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Blue Tabby,15,5,12
13892,Cat,Intact Male,730.0,Domestic Medium Hair Mix,Black,14,0,2
13893,Dog,Neutered Male,365.0,Pug Mix,Brown/White,12,1,11
13894,Dog,Neutered Male,2190.0,Chihuahua Shorthair Mix,Fawn/White,16,1,1
13895,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black/White,18,5,10
13896,Dog,Spayed Female,365.0,American Staffordshire Terrier Mix,Tricolor,16,6,2
13897,Dog,Neutered Male,1095.0,Labrador Retriever Mix,Brown,18,4,4
13898,Dog,Neutered Male,1095.0,Great Dane/Mastiff,Black/White,11,3,1
13899,Cat,Intact Female,365.0,Domestic Shorthair Mix,Calico,14,4,9
13900,Dog,Spayed Female,365.0,Pit Bull Mix,Brown Brindle/White,18,0,2
13901,Dog,Neutered Male,150.0,Akita/Siberian Husky,Tan/White,13,1,4
13902,Dog,Spayed Female,365.0,Labrador Retriever Mix,Black,11,5,12
13903,Dog,Neutered Male,60.0,Chihuahua Shorthair Mix,Brown Brindle/White,17,3,9
13904,Dog,Spayed Female,1460.0,Labrador Retriever/Beagle,Tan/White,14,6,5
13905,Dog,Intact Female,28.0,Blue Lacy/American Bulldog,Brown/White,14,2,4
13906,Cat,Spayed Female,3650.0,Domestic Shorthair Mix,Black/White,14,3,2
13907,Cat,Neutered Male,90.0,Domestic Shorthair Mix,Brown Tabby,10,5,8
13908,Cat,Intact Male,21.0,Domestic Shorthair Mix,Black/White,7,0,1
13909,Dog,Neutered Male,730.0,Dachshund/Chihuahua Shorthair,White/Black,15,4,1
13910,Cat,Spayed Female,3650.0,Domestic Longhair Mix,Black,16,0,12
13911,Cat,Intact Female,120.0,Domestic Shorthair Mix,Tortie,9,3,10
13912,Dog,Intact Male,365.0,Chihuahua Shorthair Mix,Brown/White,0,1,12
13913,Cat,Neutered Male,240.0,Domestic Shorthair Mix,Black Smoke/White,16,1,1
13914,Dog,Spayed Female,1095.0,Cavalier Span Mix,White/Brown,11,5,10
13915,Cat,Intact Female,7300.0,Domestic Shorthair Mix,Brown Tabby/White,16,5,12
13916,Dog,Intact Male,210.0,Great Dane Mix,Black/White,13,2,8
13917,Dog,Neutered Male,2555.0,Chihuahua Shorthair Mix,Tan,17,0,10
13918,Dog,Spayed Female,2190.0,Silky Terrier Mix,White,14,2,10
13919,Dog,Neutered Male,300.0,Pit Bull Mix,Black/White,16,2,8
13920,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black/White,18,2,6
13921,Cat,Intact Male,14.0,Domestic Shorthair Mix,Orange Tabby,10,2,10
13922,Dog,Spayed Female,1095.0,Miniature Poodle Mix,White,11,3,5
13923,Dog,Intact Male,150.0,Miniature Schnauzer/Miniature Poodle,White,15,5,11
13924,Cat,Unknown,7.0,Domestic Shorthair Mix,Cream Tabby,12,1,6
13925,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Orange Tabby,19,6,5
13926,Dog,Neutered Male,365.0,Labrador Retriever Mix,Black/White,18,2,12
13927,Cat,Unknown,14.0,Domestic Shorthair Mix,Black,13,5,10
13928,Dog,Neutered Male,1095.0,Pit Bull Mix,White/Brown,14,0,3
13929,Dog,Neutered Male,150.0,Pit Bull Mix,Tan/White,17,1,8
13930,Cat,Neutered Male,60.0,Manx Mix,Blue/White,16,1,9
13931,Dog,Neutered Male,730.0,Labrador Retriever Mix,Yellow,19,3,7
13932,Dog,Intact Female,300.0,Labrador Retriever Mix,Black/White,16,6,1
13933,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,14,4,10
13934,Cat,Intact Male,1.0,Domestic Shorthair Mix,Brown Tabby,18,5,6
13935,Cat,Spayed Female,2190.0,Domestic Shorthair,Calico,10,4,10
13936,Dog,Neutered Male,365.0,Australian Shepherd Mix,Brown,17,3,2
13937,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Black,18,0,6
13938,Dog,Spayed Female,1460.0,Australian Shepherd/Boxer,Brown Brindle/White,16,0,1
13939,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Brown Tabby/White,17,6,6
13940,Cat,Spayed Female,1460.0,Domestic Shorthair Mix,Brown Tabby,12,2,10
13941,Cat,Unknown,14.0,Domestic Shorthair Mix,Cream Tabby,14,0,8
13942,Cat,Intact Male,4.0,Domestic Shorthair Mix,Cream Tabby,14,1,7
13943,Dog,Neutered Male,60.0,Dachshund Mix,Black/Tan,13,4,7
13944,Dog,Spayed Female,2555.0,Staffordshire Mix,Blue/White,13,5,5
13945,Dog,Neutered Male,730.0,Labrador Retriever Mix,Chocolate,11,5,8
13946,Dog,Spayed Female,1460.0,Pit Bull Mix,Blue/White,16,1,4
13947,Dog,Neutered Male,60.0,American Bulldog Mix,Brown/White,12,4,10
13948,Dog,Neutered Male,365.0,Pit Bull Mix,Blue/White,11,5,12
13949,Dog,Neutered Male,730.0,Pit Bull Mix,Blue/White,16,6,3
13950,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Brown,18,4,9
13951,Dog,Intact Male,365.0,Shih Tzu Mix,Tan/White,11,1,3
13952,Dog,Spayed Female,1825.0,Dachshund Mix,Brown/Black,12,0,10
13953,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black,18,5,7
13954,Cat,Neutered Male,1095.0,Domestic Shorthair Mix,Brown Tabby,12,5,9
13955,Cat,Neutered Male,240.0,Domestic Shorthair Mix,White/Orange Tabby,14,3,4
13956,Dog,Neutered Male,2920.0,Pekingese,Buff,14,4,2
13957,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Torbie,16,5,7
13958,Dog,Neutered Male,60.0,Border Collie Mix,Brown Brindle/White,15,0,12
13959,Dog,Neutered Male,180.0,Border Terrier/Soft Coated Wheaten Terrier,Tan/Gray,16,0,2
13960,Dog,Neutered Male,730.0,Maltese Mix,White,17,1,7
13961,Dog,Spayed Female,60.0,Siberian Husky Mix,Sable/White,17,5,12
13962,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Orange Tabby,11,4,10
13963,Dog,Neutered Male,1460.0,Flat Coat Retriever Mix,Black,12,1,1
13964,Cat,Spayed Female,150.0,Domestic Shorthair Mix,Brown Tabby/White,12,1,12
13965,Dog,Spayed Female,1095.0,Boxer Mix,Brown,16,4,12
13966,Dog,Spayed Female,1460.0,Golden Retriever/Chow Chow,Red,12,4,4
13967,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Blue/White,12,2,8
13968,Cat,Intact Male,30.0,Domestic Shorthair Mix,Black,18,3,11
13969,Dog,Neutered Male,1460.0,Chow Chow Mix,Tan/Tan,12,4,6
13970,Dog,Spayed Female,330.0,Australian Cattle Dog Mix,Brown/White,15,5,8
13971,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Chocolate Point,18,0,12
13972,Dog,Neutered Male,1095.0,American Bulldog/Great Pyrenees,White,11,1,9
13973,Dog,Spayed Female,730.0,Boxer Mix,Brown Brindle/White,15,4,5
13974,Dog,Neutered Male,365.0,Border Terrier Mix,Fawn,18,2,11
13975,Cat,Neutered Male,365.0,Domestic Shorthair Mix,Black,17,1,3
13976,Dog,Neutered Male,730.0,American Bulldog Mix,Brown Brindle/White,11,4,11
13977,Cat,Intact Male,365.0,Domestic Shorthair Mix,Orange Tabby,9,0,10
13978,Dog,Neutered Male,210.0,Border Collie Mix,Tricolor,11,2,7
13979,Cat,Spayed Female,90.0,Domestic Medium Hair Mix,Calico,10,4,8
13980,Cat,Neutered Male,60.0,Siamese Mix,Lilac Point,19,5,7
13981,Dog,Neutered Male,365.0,Cairn Terrier Mix,Tan,17,4,12
13982,Cat,Intact Female,30.0,Snowshoe Mix,Blue Point,10,0,6
13983,Dog,Intact Male,730.0,American Staffordshire Terrier Mix,Black/White,12,3,5
13984,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Black,12,3,12
13985,Dog,Intact Male,730.0,Chihuahua Shorthair Mix,White/Buff,14,4,7
13986,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Orange Tabby/White,18,0,11
13987,Dog,Spayed Female,5110.0,Labrador Retriever Mix,Black,16,6,1
13988,Dog,Neutered Male,60.0,Boxer Mix,Tan/Black,18,5,5
13989,Dog,Spayed Female,150.0,Chihuahua Shorthair,Black/Tan,19,0,8
13990,Cat,Intact Female,21.0,Domestic Shorthair Mix,Black,14,3,4
13991,Dog,Spayed Female,730.0,Labrador Retriever Mix,Tricolor,18,6,2
13992,Dog,Neutered Male,60.0,Border Collie,Chocolate/White,16,4,1
13993,Cat,Neutered Male,30.0,Domestic Medium Hair Mix,Brown Tabby,19,4,6
13994,Dog,Spayed Female,4380.0,Golden Retriever,Buff,15,0,2
13995,Dog,Intact Male,5475.0,Miniature Poodle Mix,Black/Gray,17,2,2
13996,Dog,Neutered Male,1460.0,Catahoula/Bulldog,Brown Brindle/White,11,5,2
13997,Dog,Intact Female,90.0,Anatol Shepherd Mix,Buff,14,6,1
13998,Dog,Neutered Male,2555.0,St. Bernard Rough Coat/Labrador Retriever,Black/Brown Brindle,11,4,2
13999,Dog,Spayed Female,365.0,Siberian Husky Mix,Black/Silver,17,2,5
14000,Dog,Neutered Male,1460.0,Boxer,Brown Brindle,11,1,12
14001,Dog,Intact Female,1825.0,Miniature Poodle Mix,White,13,6,12
14002,Dog,Spayed Female,365.0,Staffordshire Mix,Brown,11,4,12
14003,Cat,Intact Male,14.0,Domestic Shorthair Mix,Black/White,14,1,6
14004,Cat,Intact Male,28.0,Domestic Shorthair Mix,Brown Tabby/White,12,2,6
14005,Cat,Neutered Male,4380.0,Domestic Shorthair Mix,Black/White,15,6,1
14006,Dog,Intact Male,1825.0,Boxer Mix,Brown Brindle/White,14,3,4
14007,Dog,Neutered Male,270.0,Australian Kelpie Mix,Black/White,11,0,2
14008,Cat,Spayed Female,60.0,Snowshoe Mix,Seal Point/White,18,5,1
14009,Cat,Intact Female,7.0,Domestic Shorthair Mix,Tortie,13,5,4
14010,Dog,Neutered Male,1460.0,Chihuahua Shorthair Mix,Brown,16,2,5
14011,Cat,Unknown,365.0,Domestic Shorthair Mix,Black,9,5,8
14012,Dog,Neutered Male,3650.0,German Shepherd Mix,Brown/Black,14,6,5
14013,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Brown Tabby,12,5,7
14014,Dog,Neutered Male,730.0,Rat Terrier Mix,White/Brown,19,6,10
14015,Dog,Intact Male,30.0,German Shepherd Mix,Sable,14,1,3
14016,Dog,Neutered Male,240.0,Chihuahua Shorthair Mix,Tan,14,2,2
14017,Dog,Neutered Male,60.0,Labrador Retriever/Staffordshire,Black/White,17,1,2
14018,Dog,Neutered Male,365.0,Bruss Griffon Mix,Black/Tan,14,6,11
14019,Cat,Intact Female,30.0,Domestic Shorthair Mix,Brown Tabby,15,4,9
14020,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Black/White,18,5,12
14021,Dog,Spayed Female,730.0,Boxer Mix,White/Brown,15,5,11
14022,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Orange Tabby,9,5,8
14023,Dog,Neutered Male,730.0,Boxer,Brown Brindle/White,15,1,4
14024,Cat,Intact Female,365.0,Domestic Shorthair Mix,Black/White,19,3,5
14025,Cat,Spayed Female,730.0,Domestic Shorthair Mix,Brown Tabby/White,12,5,11
14026,Dog,Spayed Female,60.0,Doberman Pinsch Mix,Tricolor,17,3,10
14027,Dog,Neutered Male,60.0,Dachshund/Harrier,Black/Tan,17,5,1
14028,Dog,Neutered Male,1825.0,Chihuahua Longhair Mix,Black,18,4,5
14029,Dog,Neutered Male,90.0,German Shepherd,Black/Brown,17,6,6
14030,Dog,Intact Male,365.0,Chihuahua Shorthair Mix,Black/White,16,2,2
14031,Cat,Spayed Female,2555.0,Domestic Shorthair Mix,Torbie/Calico,13,3,6
14032,Dog,Neutered Male,1095.0,Labrador Retriever Mix,Chocolate,8,4,2
14033,Cat,Spayed Female,365.0,Domestic Shorthair Mix,Brown Tabby,14,0,2
14034,Dog,Intact Female,14.0,Pit Bull Mix,White/Tricolor,12,3,1
14035,Cat,Intact Female,365.0,Domestic Medium Hair Mix,Tortie/White,9,0,11
14036,Cat,Spayed Female,180.0,Domestic Shorthair Mix,Torbie,16,6,12
14037,Dog,Neutered Male,365.0,Chow Chow Mix,Black,12,4,1
14038,Dog,Neutered Male,3285.0,Doberman Pinsch,Red/Tan,14,2,7
14039,Dog,Neutered Male,365.0,Australian Cattle Dog Mix,Brown/White,18,5,11
14040,Dog,Neutered Male,1460.0,Pit Bull Mix,Fawn/White,14,2,12
14041,Dog,Neutered Male,1460.0,Pit Bull Mix,White/Chocolate,16,6,3
14042,Dog,Intact Female,180.0,Australian Cattle Dog/American Foxhound,Brown/White,17,0,7
14043,Dog,Neutered Male,1460.0,Cavalier Span Mix,Black,12,4,6
14044,Dog,Spayed Female,730.0,Border Collie Mix,White/Black,16,1,11
14045,Dog,Spayed Female,1460.0,Labrador Retriever Mix,Black/White,16,6,5
14046,Dog,Spayed Female,730.0,Chihuahua Shorthair Mix,Chocolate/White,13,2,9
14047,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Blue Tabby/White,17,6,9
14048,Dog,Spayed Female,2555.0,Labrador Retriever/Chow Chow,Red/Black,14,5,12
14049,Dog,Spayed Female,2555.0,Irish Wolfhound Mix,White,15,5,1
14050,Cat,Intact Male,90.0,Siamese Mix,Flame Point,11,5,9
14051,Cat,Intact Female,1095.0,Domestic Medium Hair Mix,Calico,13,1,1
14052,Dog,Neutered Male,1460.0,Pit Bull Mix,Blue/Black,16,2,1
14053,Cat,Intact Male,1460.0,Domestic Shorthair,Brown/White,9,5,1
14054,Dog,Spayed Female,365.0,German Shepherd Mix,White,16,2,2
14055,Dog,Neutered Male,1095.0,Pit Bull Mix,Chocolate/White,10,5,5
14056,Cat,Unknown,365.0,Domestic Shorthair Mix,Blue,16,3,5
14057,Dog,Spayed Female,365.0,Dachshund Mix,Black/Tan,17,0,10
14058,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Brown Tabby,18,6,7
14059,Dog,Intact Male,150.0,Jack Russell Terrier/Papillon,White/Tricolor,13,5,10
14060,Dog,Neutered Male,330.0,Labrador Retriever Mix,Black/White,17,5,4
14061,Dog,Spayed Female,365.0,Chihuahua Shorthair Mix,Tan,0,1,6
14062,Dog,Neutered Male,2555.0,Chihuahua Shorthair Mix,Brown,18,1,8
14063,Dog,Spayed Female,4015.0,Labrador Retriever Mix,Black,12,3,5
14064,Cat,Intact Female,21.0,Domestic Shorthair Mix,Brown Tabby,14,6,10
14065,Dog,Spayed Female,4380.0,Beagle Mix,Tricolor,11,0,2
14066,Dog,Neutered Male,365.0,Boxer/Great Dane,Black/White,16,4,8
14067,Dog,Neutered Male,90.0,Dachshund Mix,Black/Tan,12,6,1
14068,Cat,Intact Female,60.0,Domestic Longhair Mix,Torbie,0,5,2
14069,Cat,Intact Male,730.0,Domestic Shorthair Mix,Brown Tabby/White,13,1,2
14070,Dog,Neutered Male,365.0,Pit Bull Mix,Brown/White,18,6,2
14071,Dog,Neutered Male,365.0,Australian Cattle Dog Mix,White/Tan,18,2,9
14072,Dog,Spayed Female,1460.0,Shih Tzu Mix,White/Black,11,0,4
14073,Dog,Intact Female,120.0,Soft Coated Wheaten Terrier/Yorkshire Terrier,Cream/Tan,17,3,11
14074,Dog,Neutered Male,730.0,Pit Bull Mix,Blue/White,15,5,11
14075,Dog,Intact Male,2.0,German Shepherd Mix,Brown,15,5,6
14076,Cat,Neutered Male,180.0,Domestic Shorthair Mix,Orange Tabby/White,14,3,12
14077,Dog,Neutered Male,300.0,Shih Tzu,Tan/White,16,0,1
14078,Dog,Spayed Female,90.0,Vizsla Mix,Red/White,17,1,6
14079,Dog,Spayed Female,2190.0,Boxer Mix,Brown Brindle,14,3,7
14080,Dog,Neutered Male,1825.0,Chihuahua Shorthair Mix,Sable/Tan,19,1,6
14081,Cat,Intact Male,21.0,Siamese,Lilac Point,0,1,8
14082,Cat,Unknown,14.0,Domestic Shorthair Mix,Blue Tabby/White,12,0,5
14083,Dog,Neutered Male,1460.0,Rottweiler,Black/Brown,17,3,6
14084,Dog,Neutered Male,730.0,Manchester Terrier Mix,Brown Brindle,17,0,4
14085,Dog,Spayed Female,2920.0,Chihuahua Shorthair Mix,Tan,16,6,5
14086,Dog,Neutered Male,365.0,Pit Bull Mix,Brown Brindle/White,18,4,12
14087,Dog,Spayed Female,1095.0,Australian Shepherd Mix,Brown/White,15,1,12
14088,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Orange Tabby,17,4,10
14089,Dog,Neutered Male,1825.0,Chihuahua Shorthair/Pug,Brown/Black,17,2,3
14090,Dog,Intact Female,1095.0,Labrador Retriever Mix,Black/White,13,0,5
14091,Dog,Neutered Male,2190.0,Saluki,Brown Brindle/White,11,3,4
14092,Dog,Spayed Female,3650.0,Chihuahua Shorthair Mix,Black/Brown,16,6,3
14093,Cat,Neutered Male,30.0,Domestic Shorthair Mix,Orange Tabby,12,5,10
14094,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Orange Tabby/White,18,6,8
14095,Dog,Spayed Female,120.0,Redbone Hound/Labrador Retriever,Red/White,17,6,10
14096,Dog,Neutered Male,2190.0,Cairn Terrier Mix,Tan,16,1,12
14097,Cat,Unknown,365.0,Domestic Shorthair Mix,Brown Tabby/White,9,6,10
14098,Dog,Intact Female,3650.0,Rat Terrier/Boston Terrier,White/Black,16,0,8
14099,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Brown Tabby/White,16,1,12
14100,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black/White,15,3,6
14101,Dog,Neutered Male,730.0,Labrador Retriever/Pit Bull,Chocolate,12,0,5
14102,Dog,Neutered Male,1460.0,Pit Bull Mix,Red/White,17,5,11
14103,Dog,Spayed Female,365.0,Bulldog Mix,White/Liver,18,1,9
14104,Dog,Spayed Female,730.0,Cocker Spaniel Mix,Black/White,17,4,2
14105,Dog,Neutered Male,60.0,Beagle/Chihuahua Shorthair,Black/Tan,17,1,12
14106,Dog,Neutered Male,30.0,Miniature Poodle Mix,Cream,17,5,2
14107,Cat,Spayed Female,150.0,Domestic Shorthair Mix,Black,17,5,12
14108,Cat,Neutered Male,2190.0,Domestic Shorthair Mix,Black/White,19,6,5
14109,Cat,Spayed Female,60.0,Domestic Medium Hair Mix,Brown Tabby,17,0,3
14110,Cat,Spayed Female,150.0,Domestic Shorthair Mix,Brown Tabby,19,6,2
14111,Cat,Intact Female,4.0,Domestic Shorthair Mix,Black Smoke,12,1,10
14112,Cat,Unknown,730.0,Domestic Shorthair Mix,White/Brown Tabby,19,4,5
14113,Dog,Spayed Female,3650.0,Cardigan Welsh Corgi Mix,Tricolor,16,1,2
14114,Dog,Spayed Female,2190.0,English Shepherd Mix,Tricolor,13,1,12
14115,Dog,Intact Female,2920.0,Australian Cattle Dog Mix,Red Tick/White,16,2,9
14116,Dog,Spayed Female,90.0,Pit Bull Mix,Fawn,17,2,10
14117,Cat,Neutered Male,60.0,Siamese Mix,Flame Point,17,2,7
14118,Dog,Spayed Female,730.0,Pit Bull Mix,Black/White,16,0,1
14119,Dog,Spayed Female,5475.0,Australian Cattle Dog Mix,Blue Merle,11,2,11
14120,Dog,Neutered Male,60.0,German Shepherd Mix,Black/Brown Brindle,18,0,12
14121,Dog,Neutered Male,60.0,Labrador Retriever Mix,Black,15,1,6
14122,Dog,Spayed Female,2555.0,Boxer,Brown/White,18,3,1
14123,Dog,Spayed Female,730.0,Pit Bull Mix,Tan/White,13,1,5
14124,Dog,Neutered Male,1095.0,Pit Bull Mix,Blue/Tan,13,2,9
14125,Cat,Spayed Female,30.0,Domestic Shorthair Mix,Brown Tabby/White,18,2,5
14126,Dog,Neutered Male,150.0,Labrador Retriever Mix,Black/White,18,2,3
14127,Cat,Spayed Female,60.0,Domestic Shorthair Mix,Brown Tabby,16,5,11
14128,Cat,Neutered Male,730.0,Domestic Shorthair Mix,Black,13,0,3
14129,Dog,Neutered Male,730.0,Siberian Husky/German Shepherd,Black/White,18,1,9
14130,Cat,Spayed Female,5110.0,Domestic Shorthair Mix,White/Gray Tabby,11,4,2
14131,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Orange Tabby/White,13,5,12
14132,Dog,Neutered Male,240.0,Pit Bull Mix,White,18,4,9
14133,Dog,Neutered Male,1460.0,Chihuahua Shorthair Mix,Gold,16,4,1
14134,Dog,Neutered Male,730.0,Pointer/Australian Cattle Dog,White/Black,11,1,5
14135,Dog,Spayed Female,1825.0,Beagle Mix,Tricolor,16,1,10
14136,Cat,Neutered Male,60.0,Domestic Shorthair Mix,Black,14,4,10
14137,Dog,Neutered Male,1095.0,Pit Bull Mix,Black/White,16,4,12
14138,Dog,Intact Female,60.0,Bullmastiff,Tan/Black,17,4,2
14139,Cat,Spayed Female,120.0,Domestic Shorthair Mix,Black,18,6,12
14140,Dog,Spayed Female,60.0,German Shepherd Mix,Brown/Black,18,2,9
14141,Dog,Neutered Male,3650.0,Pug Mix,Sable/Tan,16,2,5
14142,Dog,Neutered Male,210.0,Labrador Retriever Mix,Chocolate/White,18,1,4
14143,Dog,Neutered Male,730.0,Chihuahua Shorthair Mix,Brown,18,5,1
14144,Dog,Intact Male,240.0,Carolina Dog Mix,Tan/Black,12,6,11
14145,Dog,Spayed Female,1095.0,Chihuahua Shorthair Mix,Black/White,14,4,2
14146,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Torbie,13,6,1
14147,Dog,Spayed Female,730.0,Australian Cattle Dog Mix,White/Brown,13,1,5
14148,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Brown Tabby,17,5,12
14149,Cat,Spayed Female,90.0,Domestic Shorthair Mix,Brown Tabby,19,5,12
14150,Cat,Neutered Male,120.0,Domestic Shorthair Mix,Black,15,1,12
14151,Dog,Neutered Male,365.0,Pit Bull Mix,Blue/White,14,3,10
14152,Cat,Intact Male,14.0,Domestic Shorthair Mix,Orange Tabby,13,2,5
14153,Dog,Intact Female,90.0,St. Bernard Smooth Coat Mix,White/Brown Brindle,13,4,11
