AnimalID,Name,Date,weekday,Month,Time (hour),,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A675809,Dill,"Saturday, April 05, 2014",Saturday,Apr,6:44:00 PM,18,Transfer,Partner,Dog,Intact Male,10 months,Chihuahua Shorthair Mix,Tan
A668594,Ginny,"Sunday, December 15, 2013",Sunday,Dec,11:31:00 PM,23,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair/Boston Terrier,Black Brindle
A702328,,"Tuesday, May 12, 2015",Tuesday,May,3:05:00 PM,15,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A675456,Riley,"Friday, April 04, 2014",Friday,Apr,5:33:00 PM,17,Adoption,,Cat,Spayed Female,2 years,Manx Mix,White
A673000,,"Monday, February 24, 2014",Monday,Feb,6:24:00 PM,18,Euthanasia,Rabies Risk,Dog,Intact Male,1 year,Pembroke Welsh Corgi Mix,Black/White
A689249,Janet,"Thursday, January 01, 2015",Thursday,Jan,10:51:00 AM,10,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White
A680050,Lucinda,"Saturday, July 05, 2014",Saturday,Jul,12:22:00 PM,12,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black
A655040,Blaze,"Thursday, October 10, 2013",Thursday,Oct,4:53:00 PM,16,Transfer,Partner,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
A698256,Gertie,"Monday, March 23, 2015",Monday,Mar,3:44:00 PM,15,Euthanasia,Medical,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Orange Tabby
A697487,Austin,"Wednesday, February 25, 2015",Wednesday,Feb,6:36:00 PM,18,Return_to_owner,,Dog,Neutered Male,1 year,Anatol Shepherd Mix,Brown/White
A713849,Cameron,"Saturday, October 24, 2015",Saturday,Oct,12:34:00 PM,12,Adoption,,Dog,Neutered Male,7 months,Catahoula/Anatol Shepherd,Blue Merle
A679060,,"Friday, May 16, 2014",Friday,May,8:19:00 AM,8,Euthanasia,Suffering,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Gray Tabby/White
A674006,Alistair,"Sunday, March 23, 2014",Sunday,Mar,4:13:00 PM,16,Adoption,,Cat,Neutered Male,5 years,Manx Mix,Brown Tabby
A683063,,"Thursday, July 10, 2014",Thursday,Jul,6:06:00 PM,18,Adoption,,Dog,Neutered Male,1 year,Cairn Terrier Mix,Red/White
A690081,,"Tuesday, October 14, 2014",Tuesday,Oct,10:32:00 AM,10,Euthanasia,Suffering,Dog,Intact Male,4 months,Labrador Retriever Mix,Red
A712133,Molly,"Thursday, September 24, 2015",Thursday,Sep,6:27:00 PM,18,Adoption,,Dog,Spayed Female,3 years,Chinese Sharpei Mix,White/Brown
A705933,Georgia,"Tuesday, August 11, 2015",Tuesday,Aug,2:36:00 PM,14,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A663396,Dijon,"Sunday, November 10, 2013",Sunday,Nov,6:13:00 PM,18,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A715174,Lola,"Saturday, November 07, 2015",Saturday,Nov,4:51:00 PM,16,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A668771,,"Monday, December 16, 2013",Monday,Dec,12:30:00 PM,12,Adoption,,Dog,Spayed Female,1 year,Beagle/Chihuahua Shorthair,Tan/White
A712536,,"Monday, September 28, 2015",Monday,Sep,5:04:00 PM,17,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black
A683824,,"Tuesday, July 15, 2014",Tuesday,Jul,6:29:00 PM,18,Transfer,Partner,Dog,Intact Female,6 days,Chihuahua Longhair Mix,Black/White
A666618,Tater Tot,"Friday, November 08, 2013",Friday,Nov,1:58:00 PM,13,Transfer,Partner,Dog,Spayed Female,1 year,Shih Tzu/Maltese,White
A684559,,"Saturday, July 26, 2014",Saturday,Jul,5:31:00 PM,17,Transfer,Partner,Cat,Intact Female,4 weeks,Siamese Mix,Flame Point
A663257,Fay,"Saturday, October 19, 2013",Saturday,Oct,11:17:00 AM,11,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A680966,Mary,"Saturday, August 09, 2014",Saturday,Aug,5:24:00 PM,17,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby/White
A715345,Jordy,"Sunday, November 08, 2015",Sunday,Nov,12:00:00 AM,0,Transfer,Partner,Dog,Intact Male,10 months,Labrador Retriever Mix,Yellow
A705101,Heidi,"Monday, June 22, 2015",Monday,Jun,12:58:00 PM,12,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A714810,,"Monday, November 02, 2015",Monday,Nov,11:33:00 AM,11,Adoption,,Cat,Spayed Female,3 years,Persian Mix,Black
A688300,,"Thursday, September 18, 2014",Thursday,Sep,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,10 months,Domestic Shorthair Mix,Brown Tabby/White
A702987,Teddy,"Monday, June 15, 2015",Monday,Jun,5:04:00 PM,17,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Brown Tabby
A712174,Jordan,"Thursday, October 01, 2015",Thursday,Oct,11:50:00 AM,11,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A716991,Rocko,"Monday, November 30, 2015",Monday,Nov,4:37:00 PM,16,Return_to_owner,,Dog,Intact Male,2 years,Mastiff Mix,Blue/White
A716765,Suzette,"Saturday, December 19, 2015",Saturday,Dec,3:47:00 PM,15,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Buff
A685786,,"Wednesday, August 13, 2014",Wednesday,Aug,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Blue
A709760,Tommy,"Thursday, August 13, 2015",Thursday,Aug,2:10:00 PM,14,Return_to_owner,,Dog,Neutered Male,15 years,Shih Tzu/Cocker Spaniel,White
A706232,,"Tuesday, June 30, 2015",Tuesday,Jun,2:03:00 PM,14,Euthanasia,Suffering,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A664379,Miley,"Saturday, October 05, 2013",Saturday,Oct,5:40:00 PM,17,Return_to_owner,,Dog,Spayed Female,1 year,Border Terrier Mix,Brown/White
A672667,Fluffy,"Wednesday, March 19, 2014",Wednesday,Mar,3:57:00 PM,15,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Longhair Mix,White/Brown Tabby
A689795,,"Tuesday, October 21, 2014",Tuesday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,White/Blue
A680488,Tabitha,"Sunday, July 13, 2014",Sunday,Jul,7:59:00 AM,7,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A685633,,"Thursday, August 14, 2014",Thursday,Aug,4:32:00 PM,16,Transfer,Partner,Dog,Spayed Female,10 months,Yorkshire Terrier Mix,Gray/White
A689522,,"Monday, October 06, 2014",Monday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A696787,Blanca,"Tuesday, February 17, 2015",Tuesday,Feb,4:48:00 PM,16,Adoption,,Dog,Spayed Female,3 months,Pit Bull Mix,White/Brown
A708293,Lady Bird,"Sunday, August 02, 2015",Sunday,Aug,5:18:00 PM,17,Adoption,,Dog,Spayed Female,8 months,Border Collie,Tricolor
A681709,Lemming,"Tuesday, July 29, 2014",Tuesday,Jul,1:19:00 PM,13,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A682549,,"Thursday, July 03, 2014",Thursday,Jul,3:26:00 PM,15,Transfer,Partner,Dog,Intact Female,1 year,Boxer Mix,Brown Brindle/White
A718411,,"Saturday, January 02, 2016",Saturday,Jan,6:44:00 PM,18,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Blue Tabby/White
A700149,Backlash,"Tuesday, June 02, 2015",Tuesday,Jun,5:29:00 PM,17,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Blue Point
A704412,Marshmallow,"Friday, June 05, 2015",Friday,Jun,3:12:00 PM,15,Adoption,,Dog,Spayed Female,1 year,Shih Tzu/Dachshund,Tan/Buff
A672659,,"Wednesday, February 19, 2014",Wednesday,Feb,6:50:00 PM,18,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
A693593,,"Friday, December 12, 2014",Friday,Dec,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,8 months,Domestic Shorthair Mix,Brown Tabby/White
A702222,Sweetcheeks,"Friday, May 15, 2015",Friday,May,12:00:00 AM,0,Transfer,Partner,Dog,Intact Male,6 months,Pit Bull,White
A666381,Mcneal,"Monday, December 16, 2013",Monday,Dec,12:52:00 PM,12,Adoption,Foster,Cat,Neutered Male,7 years,Domestic Longhair Mix,Black/White
A662288,Hemi,"Wednesday, January 29, 2014",Wednesday,Jan,1:09:00 PM,13,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A686087,Henderson,"Sunday, August 24, 2014",Sunday,Aug,2:09:00 PM,14,Transfer,Partner,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Blue
A674511,Lady,"Friday, May 09, 2014",Friday,May,8:57:00 AM,8,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Siberian Husky,Gray/White
A715623,Max,"Friday, November 13, 2015",Friday,Nov,5:59:00 PM,17,Return_to_owner,,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White
A682473,,"Wednesday, July 02, 2014",Wednesday,Jul,5:07:00 PM,17,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Black/White
A678818,,"Wednesday, May 21, 2014",Wednesday,May,2:06:00 PM,14,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A715089,,"Sunday, November 08, 2015",Sunday,Nov,12:00:00 AM,0,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A684369,,"Wednesday, July 23, 2014",Wednesday,Jul,8:23:00 AM,8,Euthanasia,Suffering,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Brown
A720772,King,"Wednesday, February 17, 2016",Wednesday,Feb,4:33:00 PM,16,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A716005,Indio,"Saturday, November 14, 2015",Saturday,Nov,3:30:00 PM,15,Return_to_owner,,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White
A685632,Bongo,"Thursday, August 14, 2014",Thursday,Aug,4:15:00 PM,16,Transfer,Partner,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle/White
A714200,,"Tuesday, October 20, 2015",Tuesday,Oct,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby
A665547,,"Wednesday, October 23, 2013",Wednesday,Oct,6:59:00 PM,18,Adoption,,Dog,Neutered Male,2 months,Chinese Sharpei Mix,Cream
A716031,Sapphire,"Thursday, November 19, 2015",Thursday,Nov,7:07:00 PM,19,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
A706492,Destiny,"Sunday, July 05, 2015",Sunday,Jul,4:44:00 PM,16,Adoption,,Dog,Spayed Female,2 months,Dachshund Mix,Black/White
A659201,Miley,"Sunday, March 01, 2015",Sunday,Mar,4:48:00 PM,16,Adoption,,Dog,Spayed Female,6 years,Beagle,Tricolor
A666265,Murphy,"Monday, November 04, 2013",Monday,Nov,3:49:00 PM,15,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Red Merle
A672724,Gibbs,"Thursday, February 20, 2014",Thursday,Feb,5:26:00 PM,17,Transfer,Partner,Dog,Neutered Male,3 years,Great Pyrenees,Tricolor/White
A685980,Duncan,"Wednesday, November 26, 2014",Wednesday,Nov,1:28:00 PM,13,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A701269,,"Sunday, April 26, 2015",Sunday,Apr,5:35:00 PM,17,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Torbie
A691845,Mike,"Saturday, March 07, 2015",Saturday,Mar,2:26:00 PM,14,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White
A661129,Zan,"Tuesday, December 17, 2013",Tuesday,Dec,12:13:00 PM,12,Transfer,Partner,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A679395,Pearl,"Sunday, June 15, 2014",Sunday,Jun,1:48:00 PM,13,Adoption,Foster,Cat,Spayed Female,2 months,Himalayan,Flame Point
A691841,Precious,"Tuesday, November 11, 2014",Tuesday,Nov,5:48:00 PM,17,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/Brown
A689770,,"Thursday, October 09, 2014",Thursday,Oct,1:10:00 PM,13,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A691068,,"Sunday, November 09, 2014",Sunday,Nov,3:53:00 PM,15,Transfer,Partner,Dog,Intact Male,3 years,Chihuahua Shorthair/Dachshund,Brown/Black
A687165,Vera,"Monday, November 03, 2014",Monday,Nov,5:34:00 PM,17,Adoption,,Dog,Spayed Female,2 years,Patterdale Terr/Chihuahua Shorthair,Black/White
A674693,Max,"Sunday, June 15, 2014",Sunday,Jun,7:12:00 PM,19,Adoption,,Dog,Neutered Male,1 year,Golden Retriever/Akita,Gold/Yellow
A689491,Owen,"Monday, October 13, 2014",Monday,Oct,5:46:00 PM,17,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Great Pyrenees,Buff
A705827,,"Sunday, June 21, 2015",Sunday,Jun,5:52:00 PM,17,Transfer,Partner,Dog,Intact Female,1 month,Pit Bull Mix,Tan/White
A710401,,"Saturday, October 31, 2015",Saturday,Oct,11:43:00 AM,11,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A697087,Macbeth,"Wednesday, February 18, 2015",Wednesday,Feb,12:31:00 PM,12,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Brown
A718617,,"Friday, January 08, 2016",Friday,Jan,6:59:00 PM,18,Transfer,SCRP,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A667036,Sherlock,"Friday, November 29, 2013",Friday,Nov,12:31:00 PM,12,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A700593,Blue,"Saturday, April 25, 2015",Saturday,Apr,1:32:00 PM,13,Return_to_owner,,Dog,Spayed Female,3 years,Australian Cattle Dog Mix,Sable/Tan
A719150,Snuggle,"Thursday, January 21, 2016",Thursday,Jan,9:21:00 AM,9,Transfer,Partner,Dog,Intact Female,15 years,Miniature Poodle Mix,White
A683304,Jc,"Thursday, July 17, 2014",Thursday,Jul,3:18:00 PM,15,Transfer,Partner,Dog,Intact Male,2 years,Labrador Retriever,Chocolate
A648243,Lalo,"Sunday, December 07, 2014",Sunday,Dec,12:12:00 PM,12,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Schnauzer/Cairn Terrier,Gray/Silver
A716222,Beau,"Monday, December 14, 2015",Monday,Dec,3:54:00 PM,15,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black
A687230,Lydia,"Wednesday, September 10, 2014",Wednesday,Sep,12:52:00 PM,12,Adoption,,Dog,Spayed Female,2 years,Boston Terrier/Pug,Sable/White
A705823,,"Sunday, June 21, 2015",Sunday,Jun,5:52:00 PM,17,Transfer,Partner,Dog,Intact Male,1 month,Pit Bull Mix,White/Chocolate
A688271,,"Saturday, September 20, 2014",Saturday,Sep,4:30:00 PM,16,Adoption,Offsite,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Brown Brindle/White
A707655,,"Saturday, July 18, 2015",Saturday,Jul,12:30:00 PM,12,Died,In Kennel,Dog,Intact Female,10 years,Chihuahua Shorthair Mix,Black/White
A671184,,"Tuesday, January 21, 2014",Tuesday,Jan,3:12:00 PM,15,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Medium Hair Mix,Black
A676235,Lily,"Saturday, October 31, 2015",Saturday,Oct,7:10:00 PM,19,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Black/White
A681725,Danny,"Saturday, July 12, 2014",Saturday,Jul,8:48:00 PM,20,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby
A673109,Dana,"Sunday, March 16, 2014",Sunday,Mar,12:56:00 PM,12,Adoption,Foster,Dog,Spayed Female,5 years,Maltese/Yorkshire Terrier,White/Cream
A692797,Suzze,"Tuesday, November 24, 2015",Tuesday,Nov,12:00:00 AM,0,Transfer,Partner,Dog,Spayed Female,5 years,Miniature Poodle Mix,White
A707016,,"Tuesday, July 07, 2015",Tuesday,Jul,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,White
A691477,Ginger,"Sunday, December 07, 2014",Sunday,Dec,2:43:00 PM,14,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle/White
A696002,Snowbell,"Sunday, February 01, 2015",Sunday,Feb,5:29:00 PM,17,Adoption,,Dog,Spayed Female,1 year,Great Pyrenees/Labrador Retriever,White
A647839,Liberty,"Wednesday, May 27, 2015",Wednesday,May,2:21:00 PM,14,Transfer,Partner,Dog,Neutered Male,9 years,Chihuahua Shorthair Mix,Chocolate/White
A696007,Dee Dee,"Sunday, February 01, 2015",Sunday,Feb,6:51:00 PM,18,Transfer,Partner,Dog,Spayed Female,2 months,Australian Cattle Dog/German Shepherd,Tricolor
A704743,,"Monday, June 08, 2015",Monday,Jun,3:40:00 PM,15,Euthanasia,Suffering,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Gray Tabby
A667228,Maggie,"Monday, December 23, 2013",Monday,Dec,1:18:00 PM,13,Adoption,Foster,Dog,Spayed Female,2 years,Australian Shepherd Mix,Red/Tricolor
A707369,Sienna,"Sunday, July 19, 2015",Sunday,Jul,12:33:00 PM,12,Transfer,Partner,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby
A704849,,"Tuesday, June 09, 2015",Tuesday,Jun,6:42:00 PM,18,Transfer,Partner,Cat,Intact Female,2 weeks,Snowshoe Mix,Lynx Point
A685429,Ryder,"Friday, September 05, 2014",Friday,Sep,3:55:00 PM,15,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever/Beagle,Brown/White
A718881,Zip,"Saturday, January 16, 2016",Saturday,Jan,4:13:00 PM,16,Transfer,Partner,Dog,Spayed Female,10 months,Boxer Mix,Brown Brindle/White
A655417,Peewee,"Tuesday, August 25, 2015",Tuesday,Aug,12:02:00 PM,12,Return_to_owner,,Dog,Neutered Male,5 years,Staffordshire Mix,Red/White
A667275,Louie,"Friday, November 22, 2013",Friday,Nov,12:32:00 PM,12,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A548154,Lola,"Monday, May 19, 2014",Monday,May,6:47:00 PM,18,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Tan
A663896,,"Friday, October 04, 2013",Friday,Oct,4:44:00 PM,16,Transfer,Partner,Dog,Intact Female,8 months,Chihuahua Shorthair Mix,White/Brown
A702860,Prada,"Saturday, June 06, 2015",Saturday,Jun,4:49:00 PM,16,Adoption,,Dog,Neutered Male,8 years,Miniature Poodle Mix,Black
A689077,,"Tuesday, September 30, 2014",Tuesday,Sep,9:00:00 AM,9,Transfer,SCRP,Cat,Intact Male,5 years,Domestic Shorthair Mix,Blue Tabby
A686841,,"Saturday, August 30, 2014",Saturday,Aug,12:30:00 PM,12,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever/Great Dane,Black/White
A714314,Carley,"Sunday, October 25, 2015",Sunday,Oct,6:27:00 PM,18,Adoption,,Dog,Spayed Female,9 months,Chihuahua Longhair Mix,Tan/White
A710615,Laura,"Saturday, September 05, 2015",Saturday,Sep,2:39:00 PM,14,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black
A688668,,"Friday, September 26, 2014",Friday,Sep,2:47:00 PM,14,Transfer,Partner,Dog,Intact Female,1 month,Whippet/Dachshund,White
A681110,Cowboy,"Saturday, June 14, 2014",Saturday,Jun,5:34:00 PM,17,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Sable/White
A697961,Simbad,"Friday, March 13, 2015",Friday,Mar,5:04:00 PM,17,Return_to_owner,,Dog,Intact Male,1 year,Chow Chow Mix,Tan/White
A665673,,"Monday, October 21, 2013",Monday,Oct,7:08:00 PM,19,Euthanasia,Suffering,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,White
A705280,,"Tuesday, September 01, 2015",Tuesday,Sep,9:42:00 AM,9,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A707830,,"Wednesday, July 22, 2015",Wednesday,Jul,6:27:00 PM,18,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,White/Orange
A703958,,"Saturday, May 30, 2015",Saturday,May,6:42:00 PM,18,Transfer,Partner,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
A688181,,"Wednesday, September 17, 2014",Wednesday,Sep,11:33:00 AM,11,Return_to_owner,,Dog,Spayed Female,14 years,Labrador Retriever Mix,Black
A685513,Bria,"Friday, August 15, 2014",Friday,Aug,4:10:00 PM,16,Transfer,Partner,Dog,Intact Female,6 years,Pit Bull Mix,Brown
A711637,,"Thursday, September 10, 2015",Thursday,Sep,11:35:00 AM,11,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie
A689279,Wren,"Wednesday, August 05, 2015",Wednesday,Aug,4:29:00 PM,16,Return_to_owner,,Dog,Spayed Female,2 years,Rat Terrier Mix,White/Brown
A689791,Noah,"Sunday, October 19, 2014",Sunday,Oct,5:45:00 PM,17,Adoption,,Dog,Neutered Male,6 months,Boxer Mix,Brown/White
A710824,Enid,"Sunday, September 27, 2015",Sunday,Sep,12:35:00 PM,12,Adoption,Offsite,Dog,Spayed Female,1 year,Chihuahua Shorthair/Pekingese,Tan
A704385,Missy,"Monday, June 08, 2015",Monday,Jun,1:49:00 PM,13,Adoption,,Dog,Spayed Female,6 years,Beagle/Dachshund,Black/Tan
A666570,Willie,"Sunday, November 24, 2013",Sunday,Nov,2:36:00 PM,14,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
A674246,Milo,"Sunday, March 30, 2014",Sunday,Mar,5:00:00 PM,17,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A708051,Sparticus,"Wednesday, July 22, 2015",Wednesday,Jul,5:14:00 PM,17,Return_to_owner,,Dog,Neutered Male,4 years,Boxer,Red/White
A713615,Fiona,"Saturday, October 17, 2015",Saturday,Oct,11:34:00 AM,11,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby
A715379,,"Wednesday, November 04, 2015",Wednesday,Nov,3:28:00 PM,15,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
A692632,Nala,"Sunday, April 26, 2015",Sunday,Apr,2:57:00 PM,14,Euthanasia,Aggressive,Dog,Spayed Female,5 years,Catahoula Mix,Brown Brindle
A709237,Henny,"Wednesday, August 19, 2015",Wednesday,Aug,8:33:00 AM,8,Transfer,Partner,Cat,Intact Female,1 month,Siamese Mix,Seal Point
A664867,Xenia,"Thursday, October 17, 2013",Thursday,Oct,3:41:00 PM,15,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Manchester Terrier,Black/Tan
A609335,Churley,"Friday, December 27, 2013",Friday,Dec,6:15:00 PM,18,Adoption,,Dog,Neutered Male,4 years,Pit Bull Mix,White/Tan
A674421,Nino,"Saturday, March 29, 2014",Saturday,Mar,3:32:00 PM,15,Adoption,,Dog,Neutered Male,1 year,Siberian Husky/Labrador Retriever,Black/Brown Brindle
A696804,Holly,"Tuesday, February 24, 2015",Tuesday,Feb,6:01:00 PM,18,Transfer,Partner,Dog,Spayed Female,8 years,Chihuahua Longhair Mix,White/Tan
A715370,Gem,"Monday, January 18, 2016",Monday,Jan,6:02:00 PM,18,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A691080,,"Sunday, November 02, 2014",Sunday,Nov,2:16:00 PM,14,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,Brown/White
A707798,,"Tuesday, July 21, 2015",Tuesday,Jul,11:51:00 AM,11,Transfer,Partner,Dog,Intact Female,5 months,Rat Terrier/Chihuahua Shorthair,White/Black
A694724,Kelly,"Monday, January 12, 2015",Monday,Jan,4:23:00 PM,16,Adoption,,Dog,Neutered Male,4 years,Collie Smooth Mix,Brown/Tan
A694038,,"Friday, December 19, 2014",Friday,Dec,10:25:00 AM,10,Euthanasia,Suffering,Cat,Unknown,2 years,Domestic Shorthair Mix,Black/White
A681894,Harper,"Monday, June 23, 2014",Monday,Jun,3:40:00 PM,15,Transfer,Partner,Cat,Intact Female,1 month,Domestic Longhair Mix,Black Tabby
A682490,,"Saturday, June 28, 2014",Saturday,Jun,2:33:00 PM,14,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Gray Tabby
A719052,Onyx,"Tuesday, January 12, 2016",Tuesday,Jan,12:00:00 AM,0,Transfer,Partner,Dog,Intact Female,2 months,Pit Bull/Chihuahua Shorthair,Black/White
A689411,Bam Bam,"Tuesday, October 07, 2014",Tuesday,Oct,7:00:00 PM,19,Adoption,,Dog,Neutered Male,6 months,Labrador Retriever/Basset Hound,Buff
A718124,Jessie,"Tuesday, January 05, 2016",Tuesday,Jan,2:29:00 PM,14,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Tan/White
